0.0543317,0.2071166,1.6
0.0543317,0.2071166,1.6
0.0543317,0.2071166,1.6
0.0543317,0.2071166,1.6
0.0543317,0.2071166,1.6
0.0543317,0.2071166,1.6
0.0543317,0.2071166,1.6
0.0543317,0.2071166,1.6
0.06874445,0.1760654,1.6
0.06874445,0.1760654,1.6
0.04258233,0.2127874,1.6
0.04258233,0.2127874,1.6
0.04258233,0.2127874,1.6
0.03863499,0.1628564,1.6
0.03863499,0.1628564,1.6
0.04628927,0.1524408,1.6
0.04628927,0.1524408,1.6
0.04628927,0.1524408,1.6
0.04995924,0.1484246,1.6
0.04995924,0.1484246,1.6
0.04995924,0.1484246,1.6
0.05191482,0.146607,1.6
0.05191482,0.146607,1.6
0.05330493,0.1457338,1.6
0.05330493,0.1457338,1.6
0.05330493,0.1457338,1.6
0.05020473,0.1444816,1.6
0.05020473,0.1444816,1.6
0.05020473,0.1444816,1.6
0.05020473,0.1444816,1.6
0.05020473,0.1444816,1.6
-0.1075969,0.1604437,1.6
-0.1075969,0.1604437,1.6
-0.1075969,0.1604437,1.6
-0.1060484,0.1588965,1.6
-0.1060484,0.1588965,1.6
-0.1050923,0.1589103,1.6
-0.1050923,0.1589103,1.6
-0.1050923,0.1589103,1.6
-0.1041241,0.1590022,1.6
-0.1041241,0.1590022,1.6
-0.1041241,0.1590022,1.6
-0.1031376,0.1588477,1.6
-0.1031376,0.1588477,1.6
-0.1023765,0.1580461,1.6
-0.1023765,0.1580461,1.6
-0.1023765,0.1580461,1.6
-0.104268,0.1590259,1.6
-0.104268,0.1590259,1.6
-0.104268,0.1590259,1.6
-0.104268,0.1590259,1.6
-0.104268,0.1590259,1.6
-0.1660368,0.206988,1.6
-0.1660368,0.206988,1.6
-0.1660368,0.206988,1.6
-0.1657694,0.2075753,1.6
-0.1657694,0.2075753,1.6
-0.1655086,0.2082561,1.6
-0.1655086,0.2082561,1.6
-0.1655086,0.2082561,1.6
-0.1653033,0.2084019,1.6
-0.1653033,0.2084019,1.6
-0.1654944,0.2085639,1.6
-0.1654944,0.2085639,1.6
-0.1654944,0.2085639,1.6
-0.1653184,0.2087002,1.6
-0.1653184,0.2087002,1.6
-0.1653184,0.2087002,1.6
-0.1653923,0.2086344,1.6
-0.1653923,0.2086344,1.6
-0.1655098,0.2082858,1.6
-0.1655098,0.2082858,1.6
-0.1655098,0.2082858,1.6
-0.1653882,0.2080483,1.6
-0.1653882,0.2080483,1.6
-0.1653882,0.2080483,1.6
-0.1654631,0.2081354,1.6
-0.1654631,0.2081354,1.6
-0.1655014,0.2084168,1.6
-0.1655014,0.2084168,1.6
-0.1655014,0.2084168,1.6
-0.1655422,0.2085106,1.6
-0.1655422,0.2085106,1.6
-0.1655422,0.2085106,1.6
-0.1655724,0.2086485,1.6
-0.1655724,0.2086485,1.6
-0.1655724,0.2086485,1.6
-0.1655724,0.2086485,1.6
-0.1655724,0.2086485,1.6
-0.1248933,0.1825141,1.6
-0.1248933,0.1825141,1.6
-0.120567,0.1805174,1.6
-0.120567,0.1805174,1.6
-0.120567,0.1805174,1.6
-0.118756,0.1787413,1.6
-0.118756,0.1787413,1.6
-0.118756,0.1787413,1.6
-0.1178208,0.1767272,1.6
-0.1178208,0.1767272,1.6
-0.1178208,0.1767272,1.6
-0.1171852,0.1760114,1.6
-0.1171852,0.1760114,1.6
-0.1165154,0.1749501,1.6
-0.1165154,0.1749501,1.6
-0.1165154,0.1749501,1.6
-0.1161279,0.1742344,1.6
-0.1161279,0.1742344,1.6
-0.1156796,0.1735899,1.6
-0.1156796,0.1735899,1.6
-0.1156796,0.1735899,1.6
-0.11532,0.1736345,1.6
-0.11532,0.1736345,1.6
-0.11532,0.1736345,1.6
-0.1151028,0.1731545,1.6
-0.1151028,0.1731545,1.6
-0.1148049,0.1729308,1.6
-0.1148049,0.1729308,1.6
-0.1148049,0.1729308,1.6
-0.1145431,0.172931,1.6
-0.1145431,0.172931,1.6
-0.1145431,0.172931,1.6
-0.1144482,0.1730822,1.6
-0.1144482,0.1730822,1.6
-0.1143181,0.173277,1.6
-0.1143181,0.173277,1.6
-0.1143181,0.173277,1.6
-0.1140111,0.17324,1.6
-0.1140111,0.17324,1.6
-0.1140111,0.17324,1.6
